,filename,v_baseline,rheobase_i,fi_fit_slope,sag,vm_for_sag,input_resistance,tau,hero_adapt,hero_avg_rate,hero_first_isi,hero_isi_cv,hero_latency,hero_mean_isi,hero_median_isi,hero_stim_amp,rheo_threshold_v,rheo_trough_v,rheo_fast_trough_v,rheo_slow_trough_v,rheo_adp_v,rheo_width,rheo_upstroke_downstroke_ratio,rheo_peak_t,rheo_fast_trough_t,rheo_trough_t,rheo_slow_trough_t,rheo_peak_v,qc_blowout_mv,qc_electrode_0_pa,qc_recording_date,qc_seal_gohm,qc_input_resistance_mohm,qc_initial_access_resistance_mohm,qc_input_access_resistance_ratio
37,sub-770227957_ses-770662658_icephys.nwb,-63.72195816040039,170.0,0.10500210004200103,0.06659306585788727,-71.125,92.03128516674042,0.025212276944363458,0.050143008433000166,6.000120002400049,0.13957999999999993,0.13549883722195877,0.08508000000000004,0.18150399999999997,0.18055999999999994,210.0,-27.950000762939453,-44.09375,-41.63125228881836,,,0.0010200000000000209,1.3657436813827533,0.72372,0.72612,0.78474,,58.83125305175781,,-58.78874969482422,2018-10-31 05:48:45,2.44284416,82.021216,7.2076895,0.08787591615320602
38,sub-793165711_ses-794299380_icephys.nwb,-86.57777099609375,280.0,0.14500290005800073,0.00836936291307211,-95.04374694824219,64.15633857250214,0.018613922905118537,0.11934520112591346,8.000160003200065,0.020299999999999985,0.3416456759970802,0.11714000000000002,0.11400857142857143,0.12856,320.0,-40.60000228881836,-60.81875228881836,-50.36250305175781,,,0.001080000000000081,1.339466149817775,0.84284,0.84548,1.4998799999999999,,33.23125076293945,,26.326875686645508,2018-12-12 22:33:48,2.6671912960000004,77.824944,17.719542,0.22768460970559773
39,sub-676839274_ses-676983606_icephys.nwb,-72.38848419189453,220.0,-3.2100843688173755e-18,0.051353756338357925,-80.28125,62.65636533498764,0.009808826210889597,,1.0000200004000082,,,0.03811999999999993,,,260.0,-36.812503814697266,-48.96875,-45.843753814697266,,,0.0008200000000000429,1.1993752179143444,0.5800000000000001,0.58206,0.62724,,54.0,,-34.220001220703125,2018-03-27 20:22:13,2.516155136,97.42535199999999,8.309312499999999,0.08528901696962819
40,sub-768678784_ses-768848501_icephys.nwb,-69.08679707845052,220.0,0.13620960867837692,0.044595494866371155,-75.9749984741211,98.74972701072693,0.016593826348296717,0.08455362298330964,7.000140002800057,0.07267999999999997,0.2347843992345116,0.0625,0.14772333333333332,0.16366999999999993,260.0,-40.812503814697266,-48.493751525878906,-48.36874771118164,,,0.0014600000000000168,1.6434847039808518,0.65168,0.65546,0.6557000000000001,,23.575000762939453,,18.875,2018-10-25 22:47:30,1.0272208,456.863136,15.938099999999999,0.034885940107892616
41,sub-611526465_ses-611926417_icephys.nwb,-72.42423986619518,90.0,0.10079114339849261,0.042784977704286575,-89.65625762939453,147.26562798023224,0.03875106531216903,0.2681685036877495,5.000100002000041,0.0259999999999998,0.5016274460050534,0.10820000000000007,0.19045999999999996,0.23956999999999995,130.0,-41.46875,-56.531253814697266,-52.031253814697266,,,0.0011200000000000099,1.4332739812715383,0.7776000000000001,0.78034,0.88896,,41.343753814697266,,51.102500915527344,2017-08-22 21:22:11,1.116956032,90.601528,7.2619685,0.08015282589936011
42,sub-676839274_ses-677060420_icephys.nwb,-80.53625421938689,280.0,0.09341504195353376,0.004361587576568127,-86.59375762939453,47.031208872795105,0.012283986299848918,0.1420349685489472,7.000140002800057,0.031140000000000168,0.35003315331132445,0.06915999999999989,0.13332333333333335,0.15020999999999995,320.0,-43.906253814697266,-55.28125,-51.406253814697266,-55.28125,,0.0008399999999999519,1.3589630571756464,0.6447799999999999,0.6471199999999999,0.7155799999999999,0.7155799999999999,47.812503814697266,,-2.4700000286102295,2018-03-27 21:32:05,2.263032576,90.227488,7.151928,0.07926551163654252
43,sub-653718968_ses-653854226_icephys.nwb,-75.38177967071533,190.0,0.06827059618115439,0.032352544367313385,-86.4375,97.96874970197678,0.025531884950248256,,1.0000200004000082,,,0.26547999999999994,,,190.0,-39.843753814697266,-55.562503814697266,-51.343753814697266,,,0.0011999999999998678,1.4603171756475426,0.7666,0.7699400000000001,0.8317399999999999,,32.0,,-47.252498626708984,2017-12-19 22:24:04,2.156040448,75.959544,7.032258,0.09257899178541673
44,sub-689168779_ses-689323420_icephys.nwb,-55.016994900173614,40.0,0.1312526240590701,0.030324943363666534,-74.43750762939453,183.43761563301086,0.02987174988862005,,1.0000200004000082,,,0.17642000000000002,,,40.0,-38.9375,-54.437503814697266,-54.40625,,,0.0009000000000001229,1.1821603126565896,0.6774800000000001,0.6797599999999999,0.6798,,49.500003814697266,,48.33000183105469,2018-04-25 00:54:46,0.8884010880000001,136.054544,18.777711999999998,0.1380160592063724
45,sub-768678784_ses-768852808_icephys.nwb,-60.14977238972982,20.0,0.27794674114725554,0.05621015280485153,-99.1187515258789,324.0818679332733,0.036794893153422395,0.06592337143172344,14.000280005600114,0.017940000000000067,0.29349147703213146,0.03617999999999999,0.06926923076923076,0.07391999999999987,59.999996185302734,-33.61249923706055,-43.14375305175781,-42.64375305175781,-43.14375305175781,,0.0012400000000000189,1.735506471152061,0.644,0.6482,0.6979000000000001,0.6979000000000001,45.32500457763672,,-82.98937225341797,2018-10-25 23:15:07,3.0176819200000002,315.59024,14.949695,0.04737058725263494
46,sub-695464588_ses-696109719_icephys.nwb,-64.16549110412598,100.0,0.10000200004000077,0.005556023214012384,-83.18750762939453,226.56230628490448,0.03342583906873377,0.18437869629146428,5.000100002000041,0.06357999999999997,0.4608253296083167,0.10186000000000006,0.21850999999999998,0.23258,100.0,-34.4375,-45.843753814697266,-45.78125,,,0.0009199999999998099,1.3027035126628934,0.6029199999999999,0.60518,0.60524,,48.5,,-4.712500095367432,2018-05-09 06:18:36,0.950068032,141.534272,7.904707999999999,0.05585013359873713
